Unnamed: 0,State,Crop,District,Year,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer,Pesticide,Max_Temp,Min_Temp,Avg_temp,Rainfall,Humidity,Soil
875,Odisha,Castor seed,Nabarangpur,2000,kharif,220,160.0,0.73,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
876,Odisha,Castor seed,Nabarangpur,2000,rabi,2020,860.0,0.43,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
878,Odisha,Castor seed,Nabarangpur,2001,kharif,250,230.0,0.92,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
879,Odisha,Castor seed,Nabarangpur,2001,rabi,2150,940.0,0.44,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
881,Odisha,Castor seed,Nabarangpur,2002,kharif,210,120.0,0.57,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
882,Odisha,Castor seed,Nabarangpur,2002,rabi,1550,550.0,0.35,1102.8,605888.0,1600.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
884,Odisha,Castor seed,Nabarangpur,2003,kharif,200,60.0,0.3,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
885,Odisha,Castor seed,Nabarangpur,2003,rabi,1590,670.0,0.42,1648.2,676033.4,1639.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
887,Odisha,Castor seed,Nabarangpur,2004,kharif,169,100.0,0.59,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
888,Odisha,Castor seed,Nabarangpur,2004,rabi,1601,700.0,0.44,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
890,Odisha,Castor seed,Nabarangpur,2019,kharif,190,120.0,0.63,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
891,Odisha,Castor seed,Nabarangpur,2019,rabi,800,510.0,0.64,1593.9,391612.8,843.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
893,Odisha,Castor seed,Nayagarh,1999,kharif,50,30.0,0.6,1484.3,1290540.8,3283.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
894,Odisha,Castor seed,Nayagarh,1999,rabi,60,30.0,0.5,1484.3,1031583.6,2624.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
896,Odisha,Castor seed,Nayagarh,2000,kharif,80,50.0,0.63,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
897,Odisha,Castor seed,Nayagarh,2000,rabi,70,40.0,0.57,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
899,Odisha,Castor seed,Nayagarh,2001,kharif,80,50.0,0.63,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
900,Odisha,Castor seed,Nayagarh,2001,rabi,80,50.0,0.63,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
902,Odisha,Castor seed,Nayagarh,2002,kharif,60,30.0,0.5,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
903,Odisha,Castor seed,Nayagarh,2002,rabi,30,20.0,0.67,1102.8,605888.0,1600.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
905,Odisha,Castor seed,Nayagarh,2003,kharif,50,20.0,0.4,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
906,Odisha,Castor seed,Nayagarh,2003,rabi,30,20.0,0.67,1648.2,676033.4,1639.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
908,Odisha,Castor seed,Nayagarh,2004,kharif,55,20.0,0.36,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
909,Odisha,Castor seed,Nayagarh,2004,rabi,21,10.0,0.48,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
911,Odisha,Castor seed,Nayagarh,2019,kharif,100,60.0,0.6,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
913,Odisha,Castor seed,Nuapada,1999,kharif,1030,260.0,0.25,1484.3,1290540.8,3283.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
914,Odisha,Castor seed,Nuapada,1999,rabi,600,180.0,0.3,1484.3,1031583.6,2624.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
916,Odisha,Castor seed,Nuapada,2000,kharif,1350,600.0,0.44,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
917,Odisha,Castor seed,Nuapada,2000,rabi,280,90.0,0.32,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
919,Odisha,Castor seed,Nuapada,2001,kharif,1090,190.0,0.17,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
920,Odisha,Castor seed,Nuapada,2001,rabi,780,270.0,0.35,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
922,Odisha,Castor seed,Nuapada,2002,kharif,180,20.0,0.11,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
923,Odisha,Castor seed,Nuapada,2002,rabi,260,30.0,0.12,1102.8,605888.0,1600.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
925,Odisha,Castor seed,Nuapada,2003,kharif,1220,220.0,0.18,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
926,Odisha,Castor seed,Nuapada,2003,rabi,280,120.0,0.43,1648.2,676033.4,1639.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
928,Odisha,Castor seed,Nuapada,2004,kharif,1309,230.0,0.18,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
929,Odisha,Castor seed,Nuapada,2004,rabi,266,110.0,0.41,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
931,Odisha,Castor seed,Nuapada,2019,kharif,600,380.0,0.63,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
932,Odisha,Castor seed,Nuapada,2019,rabi,80,60.0,0.75,1593.9,391612.8,843.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
934,Odisha,Castor seed,Puri,2004,kharif,7,10.0,10.0,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
935,Odisha,Castor seed,Rayagada,1999,kharif,700,220.0,0.31,1484.3,1290540.8,3283.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
936,Odisha,Castor seed,Rayagada,1999,rabi,670,270.0,0.4,1484.3,1031583.6,2624.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
938,Odisha,Castor seed,Rayagada,2000,kharif,590,180.0,0.31,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
939,Odisha,Castor seed,Rayagada,2000,rabi,480,190.0,0.4,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
941,Odisha,Castor seed,Rayagada,2001,kharif,540,190.0,0.35,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
942,Odisha,Castor seed,Rayagada,2001,rabi,360,170.0,0.47,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
944,Odisha,Castor seed,Rayagada,2002,kharif,490,120.0,0.24,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
945,Odisha,Castor seed,Rayagada,2002,rabi,220,80.0,0.36,1102.8,605888.0,1600.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
947,Odisha,Castor seed,Rayagada,2003,kharif,580,180.0,0.31,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
948,Odisha,Castor seed,Rayagada,2003,rabi,240,100.0,0.42,1648.2,676033.4,1639.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
950,Odisha,Castor seed,Rayagada,2004,kharif,622,190.0,0.31,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
951,Odisha,Castor seed,Rayagada,2004,rabi,287,90.0,0.31,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
953,Odisha,Castor seed,Rayagada,2019,kharif,470,290.0,0.62,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
954,Odisha,Castor seed,Rayagada,2019,rabi,110,80.0,0.73,1593.9,391612.8,843.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
956,Odisha,Castor seed,Sambalpur,1999,kharif,170,80.0,0.47,1484.3,1290540.8,3283.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
957,Odisha,Castor seed,Sambalpur,1999,rabi,240,110.0,0.46,1484.3,1031583.6,2624.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
959,Odisha,Castor seed,Sambalpur,2000,kharif,110,30.0,0.27,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
960,Odisha,Castor seed,Sambalpur,2000,rabi,20,10.0,0.5,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
962,Odisha,Castor seed,Sambalpur,2001,kharif,60,20.0,0.33,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
963,Odisha,Castor seed,Sambalpur,2001,rabi,340,150.0,0.44,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
965,Odisha,Castor seed,Sambalpur,2002,kharif,80,30.0,0.38,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
966,Odisha,Castor seed,Sambalpur,2002,rabi,240,110.0,0.46,1102.8,605888.0,1600.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
968,Odisha,Castor seed,Sambalpur,2003,kharif,90,40.0,0.44,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
969,Odisha,Castor seed,Sambalpur,2003,rabi,270,120.0,0.44,1648.2,676033.4,1639.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
971,Odisha,Castor seed,Sambalpur,2004,kharif,96,40.0,0.42,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
972,Odisha,Castor seed,Sambalpur,2004,rabi,288,130.0,0.45,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
974,Odisha,Castor seed,Sambalpur,2019,kharif,10,10.0,1.0,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
976,Odisha,Castor seed,Sonepur,1999,kharif,20,10.0,0.5,1484.3,1290540.8,3283.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
977,Odisha,Castor seed,Sonepur,1999,rabi,40,10.0,0.25,1484.3,1031583.6,2624.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
979,Odisha,Castor seed,Sonepur,2000,kharif,30,10.0,0.33,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
980,Odisha,Castor seed,Sonepur,2000,rabi,20,10.0,0.5,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
982,Odisha,Castor seed,Sonepur,2001,kharif,40,20.0,0.5,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
983,Odisha,Castor seed,Sonepur,2001,rabi,20,10.0,0.5,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
985,Odisha,Castor seed,Sonepur,2002,kharif,30,10.0,0.33,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
987,Odisha,Castor seed,Sonepur,2003,kharif,30,10.0,0.33,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
989,Odisha,Castor seed,Sonepur,2004,kharif,28,10.0,0.36,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
990,Odisha,Castor seed,Sonepur,2004,rabi,7,35.0,10.0,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
991,Odisha,Castor seed,Sonepur,2019,kharif,30,20.0,0.67,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
993,Odisha,Castor seed,Sundargarh,1999,kharif,300,130.0,0.43,1484.3,1290540.8,3283.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
994,Odisha,Castor seed,Sundargarh,1999,rabi,320,80.0,0.25,1484.3,1031583.6,2624.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
996,Odisha,Castor seed,Sundargarh,2000,kharif,310,140.0,0.45,1066.0,953230.7,2524.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
997,Odisha,Castor seed,Sundargarh,2000,rabi,270,70.0,0.26,1066.0,849170.5,2249.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
999,Odisha,Castor seed,Sundargarh,2001,kharif,300,120.0,0.4,1672.5,885467.1,2254.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1000,Odisha,Castor seed,Sundargarh,2001,rabi,190,60.0,0.32,1672.5,941638.6,2397.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1002,Odisha,Castor seed,Sundargarh,2002,kharif,250,80.0,0.32,1102.8,741266.1,1957.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1003,Odisha,Castor seed,Sundargarh,2002,rabi,310,80.0,0.26,1102.8,605888.0,1600.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1005,Odisha,Castor seed,Sundargarh,2003,kharif,410,190.0,0.46,1648.2,1078882.0,2616.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1006,Odisha,Castor seed,Sundargarh,2003,rabi,110,30.0,0.27,1648.2,676033.4,1639.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1008,Odisha,Castor seed,Sundargarh,2004,kharif,348,120.0,0.34,1290.4,1204415.78,2334.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1009,Odisha,Castor seed,Sundargarh,2004,rabi,165,40.0,0.24,1290.4,753613.04,1460.76,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1011,Odisha,Castor seed,Sundargarh,2019,kharif,80,40.0,0.5,1593.9,774637.6,1668.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1012,Odisha,Castor seed,Sundargarh,2019,rabi,90,60.0,0.67,1593.9,391612.8,843.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1014,Odisha,Coriander,Anugul,1999,rabi,2180,1090.0,0.5,1484.3,2671292.1,6795.9,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1015,Odisha,Coriander,Anugul,2000,whole year,1300,640.0,0.49,1066.0,1312532.9,3476.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1016,Odisha,Coriander,Anugul,2001,whole year,1340,550.0,0.41,1672.5,1318498.3,3356.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1017,Odisha,Coriander,Anugul,2002,whole year,1500,620.0,0.41,1102.8,1787369.6,4720.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1018,Odisha,Coriander,Anugul,2003,whole year,1400,580.0,0.41,1648.2,1881609.8,4562.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1019,Odisha,Coriander,Anugul,2004,whole year,1563,648.0,0.41,1290.4,2064960.4,4002.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1020,Odisha,Coriander,Anugul,2019,rabi,3400,2620.0,0.77,1593.9,3431764.8,7392.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1021,Odisha,Coriander,Balangir,1999,rabi,440,140.0,0.32,1484.3,2671292.1,6795.9,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1022,Odisha,Coriander,Balangir,2000,whole year,230,110.0,0.48,1066.0,1312532.9,3476.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1023,Odisha,Coriander,Balangir,2001,whole year,210,10.0,0.05,1672.5,1318498.3,3356.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1024,Odisha,Coriander,Balangir,2002,whole year,250,120.0,0.48,1102.8,1787369.6,4720.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1025,Odisha,Coriander,Balangir,2003,whole year,250,120.0,0.48,1648.2,1881609.8,4562.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1026,Odisha,Coriander,Balangir,2004,whole year,292,142.0,0.49,1290.4,2064960.4,4002.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1027,Odisha,Coriander,Balangir,2019,rabi,1000,780.0,0.78,1593.9,3431764.8,7392.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1028,Odisha,Coriander,Baleshwar,1999,rabi,1430,580.0,0.41,1484.3,2671292.1,6795.9,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1029,Odisha,Coriander,Baleshwar,2000,whole year,1500,740.0,0.49,1066.0,1312532.9,3476.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1030,Odisha,Coriander,Baleshwar,2001,whole year,1480,730.0,0.49,1672.5,1318498.3,3356.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1031,Odisha,Coriander,Baleshwar,2002,whole year,1180,580.0,0.49,1102.8,1787369.6,4720.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1032,Odisha,Coriander,Baleshwar,2003,whole year,1250,610.0,0.49,1648.2,1881609.8,4562.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1033,Odisha,Coriander,Baleshwar,2004,whole year,1169,572.0,0.49,1290.4,2064960.4,4002.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1034,Odisha,Coriander,Baleshwar,2019,rabi,1200,700.0,0.58,1593.9,3431764.8,7392.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1035,Odisha,Coriander,Bargarh,1999,rabi,860,390.0,0.45,1484.3,2671292.1,6795.9,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1036,Odisha,Coriander,Bargarh,2000,whole year,300,150.0,0.5,1066.0,1312532.9,3476.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1037,Odisha,Coriander,Bargarh,2001,whole year,340,170.0,0.5,1672.5,1318498.3,3356.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1038,Odisha,Coriander,Bargarh,2002,whole year,340,170.0,0.5,1102.8,1787369.6,4720.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1039,Odisha,Coriander,Bargarh,2003,whole year,510,250.0,0.49,1648.2,1881609.8,4562.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1040,Odisha,Coriander,Bargarh,2004,whole year,532,264.0,0.5,1290.4,2064960.4,4002.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1041,Odisha,Coriander,Bargarh,2019,rabi,800,500.0,0.63,1593.9,3431764.8,7392.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1042,Odisha,Coriander,Bhadrak,1999,rabi,400,170.0,0.43,1484.3,2671292.1,6795.9,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1043,Odisha,Coriander,Bhadrak,2000,whole year,240,120.0,0.5,1066.0,1312532.9,3476.2,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1044,Odisha,Coriander,Bhadrak,2001,whole year,260,130.0,0.5,1672.5,1318498.3,3356.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1045,Odisha,Coriander,Bhadrak,2002,whole year,230,110.0,0.48,1102.8,1787369.6,4720.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1046,Odisha,Coriander,Bhadrak,2003,whole year,480,230.0,0.48,1648.2,1881609.8,4562.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1047,Odisha,Coriander,Bhadrak,2004,whole year,361,176.0,0.49,1290.4,2064960.4,4002.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
1048,Odisha,Coriander,Bhadrak,2019,rabi,360,190.0,0.53,1593.9,3431764.8,7392.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
